|name        |t90     |t90_error|fluence   |fluence_error|flux_1024  |flux_1024_error|flux_64     |flux_64_error|
|GRB190830264|   5.376|    3.083|9.3270e-07|   3.3340e-08|     4.6236|         0.3632|      8.0639|       1.7687|
|GRB190831332|  40.961|    3.338|3.6175e-06|   2.5963e-08|     2.9827|         0.2869|      4.8784|       1.2656|
|GRB190831693|  17.920|    4.007|1.9870e-06|   7.0588e-08|     3.5909|         0.2545|      5.6282|       1.0682|
|GRB190901890| 473.097|    1.717|6.3043e-05|   1.4959e-07|    16.8303|         0.4340|     20.0218|       1.8081|
|GRB190903722|   0.272|    0.322|4.4683e-07|   7.7354e-09|     3.0110|         0.2285|     20.5127|       1.4190|
|GRB190904174|   7.680|    6.192|4.6986e-07|   3.5485e-08|     2.1782|         0.2526|      3.9855|       1.1085|
|GRB190905985|   0.704|    1.032|5.5119e-07|   1.9944e-08|     2.7433|         0.2944|     11.6003|       1.7385|
|GRB190906767|  23.040|    2.318|2.2883e-06|   2.9056e-08|     4.0714|         0.2346|      7.1523|       1.0925|
|GRB190910028|   9.216|    0.923|1.5326e-06|   2.0407e-08|     5.0468|         0.2937|      7.2536|       1.3598|
|GRB190913155|   0.128|    1.235|6.5685e-08|   9.4465e-09|     1.2448|         0.1970|      9.9142|       1.3349|
|GRB190914345| 132.098|    3.665|7.3690e-06|   4.4766e-08|     2.6718|         0.2014|      4.6312|       0.9019|
|GRB190915240|  13.824|    0.572|2.7288e-06|   2.9176e-08|     3.7283|         0.2435|      5.2058|       1.1465|
|GRB190916590|  37.376|    2.064|2.9580e-06|   5.9154e-08|     2.3674|         0.2633|      4.7666|       1.6358|
|GRB190919764|  41.985|    0.810|1.4694e-05|   5.0783e-08|     8.2909|         0.3037|      9.9273|       1.3173|
|GRB190921699|  22.272|    1.280|2.5786e-06|   2.3803e-08|     3.5283|         0.2397|      4.8029|       1.1458|
|GRB190923617|   3.584|    0.779|1.6599e-06|   2.2032e-08|    15.4293|         0.3474|     20.4652|       1.5265|
|GRB190930400| 185.860|    1.086|1.5058e-05|   4.4532e-08|     4.4508|         0.2645|      6.4467|       1.2398|
|GRB191001279|  24.000|    1.145|4.5795e-06|   4.7561e-08|    10.4740|         0.4072|     15.0901|       1.6898|
|GRB191008297|  32.513|    3.665|1.5479e-06|   3.3158e-08|     2.7216|         0.2773|      5.3414|       1.1959|
|GRB191009298|  61.697|    0.724|5.9945e-06|   3.6763e-08|     3.7496|         0.2507|      5.1993|       1.0026|
|GRB191011192|  25.088|    4.352|8.5225e-07|   4.5496e-08|     2.8356|         0.1958|      4.0190|       0.9811|
|GRB191015327|   8.192|    2.611|6.5180e-07|   2.4622e-08|     2.3015|         0.2402|      4.3473|       1.1871|
|GRB191017391|  67.841|    5.724|2.0525e-05|   1.5174e-07|     7.2843|         0.4228|     10.3222|       1.7119|
|GRB191017957|   3.136|    2.099|3.2389e-07|   3.6682e-08|     3.1841|         0.2444|      4.9894|       1.0398|
|GRB191019469|  11.264|    1.864|9.2177e-07|   1.6740e-08|     2.5444|         0.2273|      4.5422|       1.1427|
|GRB191019970| 137.730|    0.572|7.0178e-05|   3.5492e-08|    13.6424|         0.3760|     16.4895|       1.5203|
|GRB191022285|  12.288|    2.919|3.4222e-06|   5.7198e-08|     3.8958|         0.2668|      6.2400|       1.4861|
|GRB191022341|  77.824|    5.030|4.6118e-06|   5.9814e-08|     3.3616|         0.1225|      4.3599|       1.1757|
|GRB191023630| 172.547|    1.846|1.7531e-05|   3.9434e-08|     4.9659|         0.2616|      6.8552|       1.0008|
|GRB191026350|  59.136|    4.944|2.9672e-06|   4.7650e-08|     3.0547|         0.2862|      5.2082|       2.0549|
|GRB191027638|   7.168|    0.202|3.0077e-06|   2.0252e-08|    14.8064|         0.3904|     24.4603|       1.8459|
|GRB191028174|   4.864|    3.482|1.0338e-06|   6.8234e-08|     3.5984|         0.2751|      5.1654|       1.3021|
|GRB191028589|  34.305|    0.724|2.0311e-06|   1.5744e-08|     3.7197|         0.2297|      4.9934|       1.0586|
|GRB191031025| 200.196|    3.338|4.3239e-06|   4.9023e-08|     2.5247|         0.3003|      4.9928|       1.4427|
|GRB191031635|   9.984|    3.415|5.5399e-07|   2.4850e-08|     1.7767|         0.1979|      2.8202|       1.0274|
|GRB191031780|  77.825|    1.379|1.1060e-05|   2.8723e-08|     7.2760|         0.3159|      9.0551|       1.2711|
|GRB191031891|   0.256|    0.023|3.9689e-06|   1.5183e-08|    10.3597|         0.2214|     48.7051|       1.5980|
|GRB191101895|  10.496|    1.086|9.6551e-07|   4.0486e-08|     3.3909|         0.3585|      8.0084|       1.7427|
|GRB191108003| 125.699|    1.145|1.1045e-05|   7.9650e-08|     3.2992|         0.2239|      4.9570|       1.0489|
|GRB191110587|  14.848|    7.141|2.1614e-06|   7.6609e-08|     2.6467|         0.2281|      4.4117|       1.0703|
|GRB191111347|   5.376|    0.923|8.0049e-07|   1.5918e-08|     3.6775|         0.2455|      5.2638|       1.1027|
|GRB191111364|  88.066|    0.923|1.4549e-05|   5.9670e-08|     5.4920|         0.2953|      8.1916|       1.4026|
|GRB191111547| 158.212|    7.209|8.6363e-06|   7.6276e-08|    10.2900|         0.2980|     12.4335|       1.2274|
|GRB191112369|  50.432|    3.208|8.2268e-06|   1.7774e-07|     5.0522|         0.9063|     16.7334|       6.2903|
|GRB191113578|  11.776|    2.360|1.2546e-06|   3.4521e-08|     3.3464|         0.2402|      4.6420|       1.0272|
|GRB191117006|   7.424|    1.619|5.0855e-07|   2.1782e-08|     1.5599|         0.1707|      2.7544|       0.7506|
|GRB191117637|   1.280|    0.870|4.8102e-07|   3.3736e-08|     3.5071|         0.2566|      5.4492|       1.0904|
|GRB191118925|  36.353|    2.064|1.0375e-05|   8.9766e-08|     4.5698|         0.3280|      7.0248|       1.2890|
|GRB191119261|   8.448|    3.566|2.7818e-07|   2.8175e-08|     1.0044|         0.1915|      3.2202|       1.2006|
|GRB191125206|  77.313|    0.810|4.9669e-05|   3.8327e-08|    21.7084|         0.3749|     25.1191|       1.5579|
|GRB191125634|  46.336|    8.208|2.7194e-06|   5.4686e-08|     2.0305|         0.2114|      4.2141|       0.9424|
|GRB191129141|  19.968|    1.056|1.1540e-05|   4.7684e-08|    12.4491|         0.4143|     14.3640|       1.7236|
|GRB191130253| 121.090|    1.448|1.2931e-05|   3.5379e-08|     3.8687|         0.2558|      5.4867|       1.1751|
|GRB191130507|  61.953|    1.145|4.2318e-06|   2.6531e-08|     2.3770|         0.1402|      3.4984|       0.8444|
|GRB191202867|  30.721|    0.810|1.9505e-05|   3.4499e-08|    23.5165|         0.4484|     33.6553|       1.9229|
|GRB191203290|   0.832|    0.640|1.0241e-07|   1.3545e-08|     1.4259|         0.2549|      3.9433|       1.3086|
|GRB191205741|   2.048|    3.620|9.8095e-08|   2.9116e-08|     0.9477|         0.1682|      2.2639|       0.9751|
|GRB191213254|  18.944|    2.919|3.2597e-06|   4.5256e-08|    15.7666|         0.2587|     16.4844|       1.9207|
|GRB191213784|   9.216|    4.615|6.4239e-07|   5.7491e-08|     2.5054|         0.2707|      3.8827|       1.2122|
|GRB191220589|  27.905|    1.056|1.8048e-05|   4.2635e-08|     9.3636|         0.5079|     12.2098|       2.2476|
|GRB191221802|   2.240|    0.781|4.6276e-07|   2.4980e-08|     1.7617|         0.2569|      6.3846|       1.2662|
|GRB191225309| 112.384|   11.310|2.9286e-06|   3.0220e-08|     3.5948|         0.2097|      5.8730|       1.0514|
|GRB191225735|  82.690|    2.919|8.3971e-06|   3.9146e-08|     7.1620|         0.3137|      9.5451|       1.2346|
|GRB191227069|  25.089|    0.724|6.8927e-05|   6.0265e-08|    38.0440|         0.4939|     44.8242|       2.0885|
|GRB191227723|   0.208|    0.066|2.8361e-06|   1.7183e-08|    11.9558|         0.3316|     80.7647|       2.4067|
|GRB200101861|   9.984|    0.326|9.1089e-05|   7.6102e-08|   124.8340|         0.6105|    163.1960|       2.7119|
|GRB200103678|   9.984|    4.971|9.1401e-07|   3.1202e-08|     3.4630|         0.2539|      5.9386|       1.2841|
|GRB200103689|  68.096|    5.400|1.5580e-06|   9.7420e-08|     1.2146|         0.2412|      3.9738|       1.2040|
|GRB200105914|  16.896|    2.919|3.3754e-06|   5.6369e-08|     6.0858|         0.4126|      8.6771|       1.7310|
|GRB200107810|  81.154|    1.086|4.0811e-06|   2.1979e-08|     3.2756|         0.2482|      4.9542|       1.1367|
|GRB200109074|  40.960|    4.615|2.3109e-06|   3.3592e-08|     2.2863|         0.1862|      3.5814|       0.8815|
|GRB200110518| 153.859|    2.064|1.3972e-05|   4.3475e-08|     3.8362|         0.2515|      5.5693|       1.0987|
|GRB200111633|   6.016|    0.371|3.0022e-06|   2.2912e-08|    10.4708|         0.3333|     19.7554|       1.5564|
|GRB200112395|  38.912|    4.222|8.6972e-07|   2.3431e-08|     0.8903|         0.1706|      2.8935|       1.1501|
|GRB200112525|   4.925|    0.602|6.2234e-06|   4.2706e-08|    12.7341|         0.5161|     15.8343|       2.3398|
|GRB200114153|  29.693|    0.810|5.1020e-06|   4.5881e-08|    10.6395|         0.3024|     13.7246|       1.3333|
|GRB200117517|  28.416|    2.187|4.4085e-06|   1.1740e-07|     3.1546|         0.4788|      7.6540|       2.4522|
|GRB200119692|  19.200|    1.999|1.8743e-06|   2.9940e-08|     4.7410|         0.2382|      6.7244|       1.2365|
|GRB200120962|  12.800|    2.919|8.6054e-06|   1.4529e-07|    13.4731|         0.9852|     20.9069|       6.1388|
|GRB200122221|   2.816|    2.673|3.9052e-07|   4.9461e-08|     1.6354|         0.1631|      2.9926|       1.1425|
|GRB200125864|   5.824|    0.091|5.0443e-05|   2.3920e-08|   103.6680|         0.5977|    151.4760|       2.7735|
|GRB200126466|   0.768|    1.168|1.2830e-07|   1.3141e-08|     1.6754|         0.1845|      6.2729|       0.9453|
|GRB200127758|  33.025|    2.919|4.9307e-06|   4.5381e-08|     3.2254|         0.2040|      5.5136|       1.0376|
|GRB200128153|   0.576|    0.181|4.2773e-07|   9.5686e-09|     2.9905|         0.3516|     14.1250|       2.3808|
|GRB200129409|   0.112|    0.464|2.8352e-07|   2.7551e-08|     1.7095|         0.1814|     10.6731|       1.5482|
|GRB200130248|  56.577|    3.114|5.9173e-06|   3.3020e-08|     4.4268|         0.2902|      7.4816|       1.3433|
|GRB200130417|  11.293|    0.383|1.1459e-05|   1.4010e-08|    33.6438|         0.3935|     38.0845|       1.5757|
|GRB200201040|  12.544|    1.379|1.0943e-06|   3.1049e-08|     1.9954|         0.2034|      6.0061|       1.2560|
|GRB200205845|  17.408|    1.448|6.3807e-07|   2.6393e-08|     1.4188|         0.2061|      3.4744|       1.0108|
|GRB200206706|  13.824|    4.222|5.9706e-07|   2.1642e-08|     1.2748|         0.1699|      2.9532|       1.0534|
|GRB200207058|  15.616|    2.429|4.2157e-06|   6.7085e-08|     7.3099|         0.5108|     11.6125|       2.4999|
|GRB200208052|  20.992|    6.931|1.0372e-06|   2.9217e-08|     1.9976|         0.1862|      3.2905|       0.8082|
|GRB200211310|  78.594|    0.362|3.9243e-05|   4.1994e-08|    14.7132|         0.2922|     17.7046|       1.2391|
|GRB200211813|  55.040|    8.291|2.4467e-06|   5.0305e-08|     2.5229|         0.1785|      3.8039|       0.8607|
|GRB200212451|  10.496|    1.950|1.1176e-06|   2.9860e-08|     3.6428|         0.2410|      5.2710|       1.3107|
|GRB200215611|  24.320|    1.950|2.2666e-06|   4.2387e-08|     3.7264|         0.2752|      4.5809|       1.2395|
|GRB200216380|   8.192|    1.639|8.7060e-07|   5.3634e-08|     1.0920|         0.1858|      3.1154|       0.9935|
|GRB200216564|  12.032|    3.874|1.2550e-06|   6.1489e-08|     1.9583|         0.1818|      3.8627|       0.8642|
|GRB200219317|   1.152|    1.032|1.5848e-06|   4.0037e-08|     5.8833|         0.2204|     16.1355|       1.0981|
|GRB200219413|   9.984|    1.305|2.8194e-06|   3.4604e-08|     5.0108|         0.2437|      7.2933|       0.9967|
|GRB200219998|  21.632|    0.730|1.7464e-05|   7.9931e-08|    24.7678|         0.4224|     30.5606|       1.7817|
|GRB200221162|   1.728|    1.336|2.0490e-07|   2.0867e-08|     2.6736|         0.3176|      3.6624|       1.4045|
|GRB200223814|  65.281|   10.555|4.4902e-06|   1.6177e-07|     3.1831|         0.3169|      5.3142|       1.5039|
|GRB200224212| 299.525|    2.862|3.6841e-05|   5.7831e-08|     7.7318|         0.2894|     11.0081|       1.3493|
|GRB200224416|   0.064|    1.922|6.9752e-08|   9.7433e-09|     0.6482|         0.2076|      6.9505|       1.2275|
|GRB200227306|  24.320|    1.196|1.1262e-05|   6.0822e-08|     8.8184|         0.3536|     11.4239|       1.6334|
|GRB200228291|   3.584|    0.345|6.9265e-06|   3.7998e-08|    20.4143|         0.3628|     27.9116|       1.6709|
|GRB200228469|  14.080|    1.280|6.9233e-07|   2.4794e-08|     1.4088|         0.1835|      4.2213|       1.1224|
|GRB200301320|  18.176|    1.145|1.0224e-05|   2.5939e-08|    19.4618|         0.3696|     21.9958|       1.5593|
|GRB200303107|  82.177|    3.874|2.3708e-05|   1.2178e-07|     9.2364|         0.4203|     12.3041|       1.8001|
|GRB200306934|   0.992|    1.226|9.2539e-08|   1.4799e-08|     1.5591|         0.2516|      7.3297|       1.3198|
|GRB200307894|   1.664|    0.659|1.6066e-07|   2.2372e-08|     1.0302|         0.1680|      6.1175|       0.8810|
|GRB200308941|  43.008|    2.560|1.2521e-06|   2.8799e-08|     2.2095|         0.2242|      4.7059|       1.0235|
|GRB200311636|  52.481|    0.810|4.2543e-05|   1.2789e-07|    11.1709|         0.4650|     19.0299|       2.3051|
|GRB200313071|  13.568|    0.572|6.9136e-05|   6.4567e-08|    56.9828|         0.6775|     66.7089|       2.8428|
|GRB200313456|   5.184|    4.362|8.5225e-07|   3.8453e-08|     5.9462|         0.3069|      8.8856|       1.3986|
|GRB200317028|   7.616|    0.529|4.6594e-06|   1.3885e-08|    15.9301|         0.2904|     18.1515|       1.2011|
|GRB200318941|  10.240|    1.619|2.9050e-06|   2.3825e-08|     3.3621|         0.2165|      4.7885|       1.0223|
|GRB200319323|  20.480|    3.167|2.9040e-06|   1.4390e-07|     3.3255|         0.2867|      5.2018|       1.3324|
|GRB200320414|   9.021|    1.072|2.3873e-06|   3.5611e-08|     7.7816|         0.3308|     10.2899|       1.4340|
|GRB200323006|   7.168|    2.521|7.2956e-07|   2.8290e-08|     4.2010|         0.2317|      7.1048|       1.1132|
|GRB200323782|   2.112|    0.580|2.8845e-06|   2.9158e-08|    25.6038|         0.4383|     33.9976|       1.8945|
|GRB200325138|   0.960|    0.143|1.4803e-06|   4.6226e-08|     5.6471|         0.2889|      9.2701|       1.4642|
|GRB200325620|  36.609|    0.923|9.5436e-06|   2.9661e-08|     9.1414|         0.3527|     13.4764|       1.5802|
|GRB200326517|  96.512|    4.419|3.9271e-06|   4.3425e-08|     3.2376|         0.2620|      4.7404|       1.1444|
|GRB200327873|   0.640|    0.590|1.2625e-06|   1.9140e-08|     4.9184|         0.2870|     19.1955|       1.4208|
|GRB200401292|   4.480|    0.543|6.6845e-07|   2.0801e-08|     5.6334|         0.2564|      7.6853|       1.1827|
|GRB200402403|  55.809|    5.473|5.2406e-06|   5.8322e-08|     4.4913|         0.3055|      6.2745|       1.4432|
|GRB200402688|  23.808|    1.999|2.2306e-06|   2.9546e-08|     3.6101|         0.2782|      6.7481|       1.4422|
|GRB200402824|  33.792|    6.517|2.6790e-06|   5.3997e-08|     3.2564|         0.2626|      5.7529|       1.2180|
|GRB200403896|  58.881|    6.197|8.9962e-06|   2.9149e-07|     5.0867|         0.7665|     17.1960|      10.1147|
|GRB200403919|  37.377|    3.840|6.6280e-06|   5.5325e-08|     5.1981|         0.2421|      7.0625|       1.0386|
|GRB200403974|  18.432|    3.208|2.1690e-06|   5.4348e-08|     5.3400|         0.3813|      7.3865|       1.6567|
|GRB200404706|  26.624|    3.114|3.8916e-06|   3.1258e-08|     6.0761|         0.3056|      9.3116|       1.4728|
|GRB200405394|  14.848|    3.114|2.1665e-06|   5.3272e-08|     5.2158|         0.2815|      6.5928|       1.2837|
|GRB200407265|   3.072|    0.500|6.6105e-07|   1.2661e-08|     2.0817|         0.2358|      6.2515|       1.2704|
|GRB200407388|  47.872|    4.857|2.7309e-06|   5.8296e-08|     2.4469|         0.2431|      4.4359|       1.6609|
|GRB200411187|   1.440|    0.506|6.5833e-07|   2.3333e-08|     2.3099|         0.2620|     11.8633|       1.4822|
|GRB200412290|  12.606|    0.408|2.8750e-05|   9.7405e-08|    34.2572|         0.5876|     48.0674|       2.6646|
|GRB200412381|   6.080|    0.286|7.2489e-05|   3.4581e-07|   125.3480|         0.6668|    166.1570|       3.0413|
|GRB200416295|   9.344|    0.320|1.6631e-06|   1.4086e-08|     6.4622|         0.3319|     11.0870|       1.5556|
|GRB200418865|  38.145|    7.371|2.1753e-06|   8.8373e-08|     1.6708|         0.2276|      4.1469|       0.9448|
|GRB200420106|   0.320|    1.036|5.6547e-08|   1.0096e-08|     0.6896|         0.1279|      3.1190|       1.0359|
|GRB200421865|  67.073|    2.611|1.0003e-05|   5.7194e-08|     3.7983|         0.2454|      6.2450|       1.3052|
|GRB200423579|   0.032|    0.403|8.7955e-08|   1.2508e-08|     0.7509|         0.1700|      8.2415|       1.0931|
|GRB200425701|   7.936|    0.923|9.5033e-07|   1.8335e-08|     3.3804|         0.1973|      5.2885|       0.9812|
|GRB200501435|   1.536|    0.905|6.4673e-07|   1.6228e-08|     3.7696|         0.2345|     10.3826|       1.1341|
|GRB200502574|  25.344|    4.615|5.4530e-06|   5.0065e-08|     6.0179|         0.5359|      9.8672|       3.0283|
|GRB200503721|  92.930|   16.512|7.0539e-06|   1.2283e-07|     3.8283|         0.2615|      6.3495|       1.1258|
|GRB200505994|   9.984|    1.305|2.4803e-06|   2.2019e-08|     6.9496|         0.2355|     10.4570|       1.3498|
|GRB200506020| 116.994|    2.636|5.2346e-06|   7.5495e-08|     2.8735|         0.2602|      4.7918|       1.2301|
|GRB200506208|  11.776|    3.093|4.1665e-07|   2.3139e-08|     2.0641|         0.2253|      4.6972|       1.1614|
|GRB200506404| 204.548|    3.482|1.3302e-05|   9.5206e-08|     5.2962|         0.3197|      6.6211|       1.3346|
|GRB200507662|  55.297|    0.572|1.2297e-05|   2.7592e-08|     5.8058|         0.2196|     12.6528|       1.0909|
|GRB200509818|   2.176|    0.405|2.2157e-07|   1.5101e-08|     1.5514|         0.2819|      5.5593|       1.1577|
|GRB200509958|  13.312|    4.720|1.2529e-06|   6.0730e-08|     2.6437|         0.2988|      5.0412|       1.3389|
|GRB200510445|   9.981|    1.055|5.3483e-06|   5.9809e-08|    18.8446|         0.4012|     24.6598|       1.9413|
|GRB200514380|   1.664|    0.607|1.7816e-07|   1.0679e-08|     2.0824|         0.1800|      3.1173|       0.8999|
|GRB200517786|  27.392|    5.473|2.9848e-06|   6.0664e-08|     5.2701|         0.3531|      7.6669|       1.9623|
|GRB200522650|  30.977|    3.416|2.6020e-06|   2.9805e-08|     2.2330|         0.1678|      3.7694|       1.0675|
|GRB200524211|  37.761|    6.209|1.3964e-05|   9.1271e-08|    13.2622|         0.3205|     21.8408|       1.4797|
|GRB200525611|  93.440|   10.424|8.8589e-06|   1.7260e-07|     2.4152|         0.8464|     12.2729|      15.2319|
|GRB200528436|  56.577|    0.362|2.9052e-05|   3.8009e-08|    27.1921|         0.4239|     34.1267|       1.9645|
